sha256,baseline_signatures,deepseek-r1_7b_v0,deepseek-r1_7b_v1,deepseek-r1_7b_v2,deepseek-r1_7b_v3,gemma3_12b_v0,gemma3_12b_v1,gemma3_12b_v2,gemma3_12b_v3,llama3.1_8b_v0,llama3.1_8b_v1,llama3.1_8b_v2,llama3.1_8b_v3,qwen3_v0,qwen3_v1,qwen3_v2,qwen3_v3
564d7870a1507925,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; stealth_timeout; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; enumerates_running_processes; antianalysis_tls_section; packer_unknown_pe_section_name; packer_entropy; injection_rwx; procmem_yara; recon_fingerprint,,,,,,,,,,,,,,,,
57d0462b137a626e,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,reads_memory_remote_process; process_interest; enumerates_running_processes; antisandbox_unhook,antisandbox_unhook,reads_memory_remote_process; process_interest; enumerates_running_processes; antisandbox_unhook,,,,,,,,
58b0bb4569e0cfff,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,reads_self,,terminates_remote_process,,,,,terminates_remote_process,,,,,,stealth_window; uses_windows_utilities; suspicious_command_tools,terminates_remote_process
596b439c3130f5a6,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,terminates_remote_process,,terminates_remote_process,terminates_remote_process,,,,,,,,,terminates_remote_process,,,
5a74273539a98de2,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,,,,terminates_remote_process
5a79df7f29187b02,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,reads_self,,,stealth_timeout,,stealth_timeout,,,,,queries_locale_api; queries_keyboard_layout,,,
5a7eee6544891c81,queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; persistence_autorun; stop_ransomware_registry; virus; procmem_yara; ransomware_files; stop_ransom_mutexes; stop_ransomware_cmd; ransomware_stopdjvu; suspicious_command_tools,,,,,,antivm_checks_available_memory; antivm_generic_system; terminates_remote_process,,terminates_remote_process,,,,,,,antivm_checks_available_memory; antivm_generic_system,antivm_checks_available_memory; antivm_generic_system
5ac7409f3b2a730c,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,antisandbox_unhook,antisandbox_unhook,antisandbox_unhook; physical_drive_access; enumerates_physical_drives,,,,,,,,,
5b38964c44cbec79,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,physical_drive_access; enumerates_physical_drives,,,physical_drive_access; enumerates_physical_drives,antisandbox_unhook; physical_drive_access; enumerates_physical_drives,antisandbox_unhook; physical_drive_access; enumerates_physical_drives,antisandbox_unhook; physical_drive_access; enumerates_physical_drives,antisandbox_unhook,,,,,,,,
5b69599d76526c8c,antivm_checks_available_memory; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,terminates_remote_process,,terminates_remote_process,terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout; terminates_remote_process,,queries_keyboard_layout,,queries_keyboard_layout,
5bd0e8b96a90488f,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,,,terminates_remote_process,antivm_generic_system; terminates_remote_process; antivm_checks_available_memory,terminates_remote_process,,,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,
5befd3bd2a2aea2e,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_unknown_pe_section_name; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,queries_locale_api; queries_keyboard_layout; mouse_movement_detect,,,
5c09d69e1074890c,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,,,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,terminates_remote_process,terminates_remote_process,,terminates_remote_process
5c871810e29e112f,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,dynamic_function_loading,dynamic_function_loading,dynamic_function_loading; registry_credential_store_access,,dynamic_function_loading,dynamic_function_loading,dynamic_function_loading,dynamic_function_loading,,,,,,,,
5ceed7a0ce0cd104,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,registry_credential_store_access; antidebug_guardpages; dynamic_function_loading; antivm_checks_available_memory; antivm_generic_system,,,,antisandbox_unhook; reads_memory_remote_process; enumerates_running_processes; terminates_remote_process; process_interest,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,,,,antivm_checks_available_memory; antivm_generic_system
5d1d2ee4bdd30e0e,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,encrypted_ioc,,,,,
5e4cdb1fe04c466a,antivm_checks_available_memory; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,queries_keyboard_layout,reads_self,,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,,,,,,,,
5e725d498ce0bdb7,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,,reads_self,reads_self,,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,
